Player,Team,Position,Age,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Height,Weight,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,xA per 90,Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",conference_season,conference_type,Season
C. Hamm,Indiana Hoosiers,"RB , LB , RB5",,16,1464,0,0.14,0,0.76,17.83,57.59,United States,United States,0,0,12.23,10.94,62.36,1.54,56,0.49,0.6,0.25,4.92,6.02,0.8,2,0.12,0,0,1.97,0,0,0,0.01,0,0,5,0.31,40,0,0,0.05,2.34,39.47,1.48,62.5,3.63,50.85,0.06,0.8,1.05,34.92,66.2,18.69,57.89,3.75,91.8,6.95,72.57,6.02,27.55,19.43,29.84,0.55,0,0,0.06,0,0.18,6.89,48.21,2.83,41.3,0.68,18.18,0.31,1.05,9.59,60.9,Big10 2022,Power 5,2022
A. Treiterer,Illinois Fighting Illini,"RB , RCB3 , LCB",20,15,1454,1,0.82,0,1.62,14.05,48.46,United States,United States,168,0,8.73,7.06,59.65,0.8,53.85,0.06,0.08,0.31,4.46,5.7,0.06,0,0,0,0,0.87,0.06,0,0,0.05,0,0,3,0.19,66.67,33.333,0,0.1,1.11,22.22,1.86,26.67,4.58,35.14,0.43,0.8,0.43,37.76,72.3,20.06,65.12,1.49,83.33,12.75,81.55,9.16,50,20.99,31.93,0.8,0,0,0,0,0.12,5.76,52.69,1.11,16.67,0.25,0,0.12,0.31,10.52,59.41,Big10 2022,Power 5,2022
A. Dressely,Minnesota Golden Gophers,LB,22,16,1454,0,0.37,1,1.55,20.18,64.72,United States,United States,0,0,13.8,11.08,74.3,2.35,55.26,0.12,0.16,0.19,5.45,7,0.43,0,0,0,0,2.1,0,0,0,0.02,0,0,7,0.43,14.29,0,0.06,0.1,1.67,33.33,1.98,75,4.52,56.16,0.37,0.8,0.43,31.75,58.28,19.44,51.91,2.17,94.29,7.24,64.1,7.49,33.88,22.07,35.73,0.43,0,0,0.12,0,0.12,9.16,45.95,2.35,34.21,0.43,0,0.25,0.5,9.97,63.98,Big10 2022,Power 5,2022
M. Boade,Northwestern Wildcats,"AMF , CF",,17,1450,6,5.04,0,1.55,31.78,41.41,United States,United States,173,0,7.01,6.64,62.62,1.49,45.83,0.25,0.29,0,2.61,3.03,0.93,0,0,0,0,5.34,0.37,6,0.37,0.31,0,0,31,1.92,51.61,19.355,0,0.1,1.12,55.56,6.33,55.88,19.8,34.48,2.48,2.92,1.3,47.17,78.82,13.28,66.36,11.23,88.4,11.3,85.16,2.23,63.89,14.06,31.56,0.74,0.19,0.12,0.62,30,0.31,4.97,61.25,2.98,56.25,0.74,41.67,1.86,0.56,6.27,69.31,Big10 2022,Power 5,2022
J. Durr,Iowa Hawkeyes,"RCMF , RDMF , LCMF",24,17,1429,1,1.87,0,0.73,28.15,53.24,United States,United States,173,0,14.67,8.69,66.67,2.08,48.48,0.57,0.61,0.38,8.31,8.94,1.26,3,0.19,0,0,3.72,0.06,1,0.06,0.12,0,0,24,1.51,41.67,4.167,0,0.05,0.25,25,5.04,58.75,12.6,48,0.94,2.46,2.52,26.7,73.82,10.14,56.52,3.46,83.64,9.32,87.16,1.13,38.89,17.01,18.08,0.69,0,0,0.76,8.33,0.06,4.6,60.27,0.82,15.38,0.63,10,0.13,0.06,4.28,66.18,Big10 2022,Power 5,2022
T. Tolbert,Michigan Wolverines,"LCB , RCB",20,17,1424,0,0,0,0,15.93,65.87,United States,United States,173,0,9.04,6.76,73.83,1.77,46.43,0.13,0.15,0.7,3.92,4.79,0.38,1,0.06,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,75,5.37,63.53,0,0.57,1.71,47.46,84.95,18.39,71.13,1.77,89.29,23.7,95.47,4.36,46.38,19.97,32.16,0,0,0,0.13,50,0,2.78,56.82,0.06,0,0.38,50,0,0,8.09,48.44,Big10 2022,Power 5,2022
R. Tiernan,Rutgers Scarlet Knights,"RW , LW",,16,1421,3,4.71,0,4.12,30.02,51.27,United States,United States,173,0,9.44,6.14,69.07,1.39,50,0.06,0.08,0.06,5.13,6.83,1.39,3,0.19,0,0,8.93,0.19,3,0.19,0.3,0,0,57,3.61,35.09,5.263,0,0.26,2.98,36.17,8.87,68.57,19.82,46.96,5.57,5,1.08,29.96,73.57,7.22,64.04,6.65,93.33,9.25,73.97,1.77,50,16.97,35.71,1.65,0.06,0.06,1.46,34.78,0.7,2.53,50,2.91,54.35,1.14,27.78,1.84,1.01,4.31,76.47,Big10 2022,Power 5,2022
M. Wampler,Indiana Hoosiers,"LCB , RCB , CB",23,16,1416,0,0.5,0,0.56,9.6,63.58,United States,United States,168,0,8.07,3.31,76.92,3.62,56.14,0.19,0.23,0.51,5.34,6.58,0.25,0,0,0,0,0.32,0,0,0,0.03,0,0,7,0.44,28.57,0,0,0.04,0.13,50,0.19,66.67,0.83,53.85,1.02,0.38,0.64,40.3,75.55,16.59,57.85,3.05,85.42,17.54,91.67,8.01,38.89,21.05,32.81,0.38,0,0,0,0,0,4.58,40.28,0.51,25,0.19,33.33,0.13,0.06,7.56,39.5,Big10 2022,Power 5,2022
A. Kalitta,Michigan Wolverines,"DMF , RDMF",19,18,1413,1,1,0,0.06,29.55,55.6,United States,United States,175,0,16.82,14.71,70.56,2.29,41.67,0.19,0.22,0.06,6.24,7.26,1.66,1,0.06,0,0,1.46,0.06,1,0.06,0.06,0,0,12,0.76,41.67,8.333,0,0,0.06,100,1.46,56.52,7.9,45.97,0.38,1.66,1.34,55.61,87.17,13.57,68.08,8.22,94.57,28.28,95.27,5.61,54.55,20.3,38.14,0.32,0.06,0.06,0.38,66.67,0.06,7.64,66.67,0.83,38.46,0.89,42.86,0.45,0.06,6.69,69.52,Big10 2022,Power 5,2022
A. Schafer,Maryland College Park Terrapins,"RB , LB",23,17,1408,0,1.17,1,0.94,24.8,59.28,United States,United States,170,0,14.06,9.78,71.9,2.56,52.5,0.83,0.97,0,6.2,7.26,1.34,2,0.13,0,0,2.88,0,0,0,0.08,0,0,11,0.7,36.36,0,0.06,0.06,1.85,20.69,3.64,61.4,8.5,51.88,0.77,2.05,1.09,32.28,57.43,16.49,52.33,2.81,70.45,8.5,60.15,5.43,31.76,18.63,32.1,0.38,0,0,0.26,0,0.13,6.01,50,2.81,22.73,0.58,22.22,0.51,0.45,9.2,56.94,Big10 2022,Power 5,2022
R. Diodati,Michigan State Spartans,"LB , LCB",,18,1406,1,1.16,5,2.71,12.29,59.38,United States,United States,162,0,7.49,5.06,68.35,2.62,63.41,0.58,0.79,0.51,3.46,4.72,0.51,2,0.13,0,0,1.41,0.06,0,0,0.07,0,0,10,0.64,30,10,0.32,0.17,1.86,34.48,0.83,53.85,2.56,45,0.32,1.22,0.51,45.77,77.48,20.1,64.65,5.89,97.83,13.63,84.51,6.4,56,18.57,28.88,1.6,0.13,0,0.13,100,0.19,7.62,62.18,2.43,39.47,0.45,14.29,0.38,0.7,11.27,69.32,Big10 2022,Power 5,2022
A. Cathro,Illinois Fighting Illini,"LB , LCB3",22,16,1403,0,0.31,1,0.39,25.02,50.51,Canada,Canada,170,0,12,11.23,59.43,2.18,61.76,0.06,0.08,0.32,5.26,6.58,0.83,1,0.06,0,0,2.44,0,0,0,0.02,0,0,6,0.38,50,0,0.06,0.03,1.35,19.05,3.53,54.55,8.53,42.86,0.26,0.83,1.41,35.6,74.05,16.87,68.82,4.23,87.88,10.97,78.36,5.97,48.39,19.43,33.15,0.38,0,0,0.19,33.33,0.13,4.68,60.27,1.6,28,0.19,33.33,0.19,0.32,9.49,54.05,Big10 2022,Power 5,2022
R. Cox,Michigan State Spartans,RB,,17,1395,0,0.04,1,0.98,15.35,56.3,United States,United States,180,0,10.77,8.71,62.96,1.55,54.17,0.19,0.27,0.39,5.1,7.2,1.29,2,0.13,1,0.06,1.81,0,0,0,0,0,0,4,0.26,0,0,0.06,0.06,2.84,29.55,1.35,66.67,3.42,47.17,0.77,1.42,0.71,34.32,71.05,14.52,59.11,5.55,93.02,9.68,76.67,4.26,30.3,19.29,31.16,0.52,0.06,0,0.06,100,0.13,4.9,59.21,2.9,33.33,0.32,40,0.32,0.71,8.65,61.19,Big10 2022,Power 5,2022
I. Verdugo,Wisconsin Badgers,"RB , RWB",22,18,1391,0,0.37,1,1.99,24.91,51.69,United States,United States,168,0,12.88,8.86,67.15,2.2,35.29,0,0,0.19,6.92,7.81,0.58,1,0.06,0,0,6.21,0,0,0,0.02,0,0,5,0.32,40,0,0.06,0.13,4.46,37.68,7.25,60.71,11.97,43.78,0.91,4.4,0.45,42.83,67.82,18.38,57.75,6.28,89.69,12.88,70.85,4.98,35.06,19.06,32.95,0.91,0.06,0,0.26,0,0.52,7.57,53.85,4.66,45.83,0.52,0,0.58,1.88,10.55,69.94,Big10 2022,Power 5,2022
M. Myers,Penn State Nittany Lion,RB,22,17,1387,0,0.13,0,0.23,15.7,48.35,United States,United States,168,0,8.7,7.85,55.37,2.47,52.63,0,0,0.06,4.35,5.33,0.71,4,0.26,0,0,1.23,0,0,0,0.01,0,0,4,0.26,25,0,0,0.01,0.71,45.45,1.75,44.44,3.57,32.73,0.19,0.71,0.52,39.97,74.03,17.26,57.52,4.22,93.85,14.79,85.53,6.23,35.42,20.11,33.96,0.26,0.06,0,0.13,50,0.19,7.07,58.72,1.62,52,0.19,33.33,0.58,0.26,9.54,65.99,Big10 2022,Power 5,2022
I. Nino,Michigan Wolverines,GK,23,16,1382,0,0,0,0,0.72,81.82,United States,United States,185,0,2.28,0.07,0,0.59,88.89,0,0,0,2.28,2.92,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,100,0,0,0.13,20.06,84.42,7.95,65.57,0.07,100,10.75,98.18,5.73,52.27,27.58,33.31,0,0,0,0,0,0,0.52,37.5,0,0,0,0,0,0,3.39,48.08,Big10 2022,Power 5,2022
S. Jones,Ohio State Buckeyes,RB,,16,1379,1,0.45,4,1.39,20.3,52.09,United States,United States,0,0,9.72,7.77,63.03,2.28,51.43,0.13,0.16,0.2,4.7,5.85,0.72,0,0,0,0,2.41,0.07,1,0.07,0.03,0,0,12,0.78,25,8.333,0.26,0.09,0.65,30,3.59,52.73,7.77,43.7,0.59,1.76,0.98,48.17,81.44,21.41,71.34,6.59,92.08,12.27,90.43,3.85,40.68,17.6,34.2,0.65,0,0,0.2,66.67,0.39,7.24,69.37,2.22,41.18,0.65,30,0.78,0.2,11.42,80,Big10 2022,Power 5,2022
L. Farkas,Michigan Wolverines,"LCMF , AMF , LCMF3",21,18,1372,4,3.44,3,2.72,18.3,43.37,United States,United States,168,0,3.94,4.2,40.63,0.39,50,0,0,0.07,2.23,2.48,0.85,1,0.07,0,0,5.84,0.26,4,0.26,0.23,0,0,57,3.74,40.35,7.018,0.2,0.18,0.92,21.43,5.31,61.73,11.55,45.45,1.97,2.56,0.46,39.36,74.17,15.22,56.47,4.99,93.42,14.17,84.26,4.66,39.44,19.55,31.79,1.38,0.07,0,2.16,39.39,0.52,7.35,56.25,3.41,50,2.89,34.09,1.51,0.26,7.08,72.22,Big10 2022,Power 5,2022
E. Murphy,Illinois Fighting Illini,"RCB , CF",21,18,1364,0,0.66,0,0.06,18.28,55.6,United States,United States,175,0,12.14,7.32,65.77,3.76,78.95,0.07,0.08,1.06,7.26,8.33,0.99,2,0.13,0,0,0.66,0,0,0,0.04,0,0,12,0.79,16.67,0,0,0,0.2,0,1.65,32,5.08,29.87,0.66,1.32,0.59,36.95,67.68,21.05,62.38,1.65,88,11.68,74.58,8.58,39.23,21.07,29.25,0.13,0,0,0.07,0,0,6.14,47.31,1.12,23.53,0.59,0,0.2,0,10.95,46.99,Big10 2022,Power 5,2022
E. Hase,Northwestern Wildcats,"LWB , LAMF",,17,1364,4,4.66,3,3.49,28.31,46.85,United States,United States,165,0,11.15,9.44,63.64,2.44,32.43,0.73,0.8,0.07,4.42,4.87,1.85,1,0.07,0,0,6.6,0.26,4,0.26,0.31,1,0.07,29,1.91,48.28,13.793,0.2,0.23,4.95,42.67,5.48,63.86,13.72,41.83,4.82,3.56,0.86,35.04,63.28,10.62,50.93,7.32,83.78,8.78,64.66,1.58,37.5,16.6,22.77,1.19,0.13,0.07,0.13,50,0.73,3.63,60,3.37,49.02,0.2,0,0.53,2.11,8.38,60.63,Big10 2022,Power 5,2022
M. Dayes,Maryland College Park Terrapins,"RW , CF , LAMF",23,17,1350,2,2.26,2,0.82,31,44.52,Canada,Canada,168,0,8.07,6.87,67.96,2.2,42.42,0,0,0.13,3.4,3.52,1.6,1,0.07,0,0,6.07,0.13,2,0.13,0.15,1,0.07,28,1.87,35.71,7.143,0.13,0.05,2.33,20,7.67,60,18.6,38.35,2.8,3.2,1.07,27.8,66.91,5.67,50.59,5.2,80.77,10.6,69.81,1.27,31.58,17.17,21.46,0.53,0,0,0.6,55.56,0.27,2.87,60.47,2.13,43.75,0.87,38.46,0.73,0.53,4.2,65.08,Big10 2022,Power 5,2022
J. Gaynor,Michigan State Spartans,LCMF3,,18,1350,3,3.85,1,1.04,29.4,49.66,United States,United States,177,0,11.67,8.4,67.46,4,51.67,0.13,0.18,0.2,5.87,8.07,1.4,2,0.13,0,0,4.07,0.2,3,0.2,0.26,2,0.13,28,1.87,17.86,10.714,0.07,0.07,1.53,39.13,5.27,51.9,13.13,41.62,1.87,2.6,1.27,37.2,72.94,16.13,66.53,6.13,93.48,10.47,74.52,2.67,42.5,18.02,30.09,1,0.07,0,1.2,33.33,0.27,7.67,69.57,3.53,45.28,1.4,23.81,1.33,0.6,10.2,84.31,Big10 2022,Power 5,2022
S. Waite,Nebraska Cornhuskers,"LDMF , LCMF , RDMF",,18,1350,1,0.53,0,0.64,20.93,57.32,United States,United States,165,0,13.73,12.2,72.13,1.27,31.58,0.07,0.07,0.13,4.87,4.99,0.93,0,0,0,0,1,0.07,1,0.07,0.04,0,0,15,1,13.33,6.667,0,0.04,0.33,60,1.13,52.94,4.4,33.33,0.2,0.47,0.4,30.6,81.92,10.2,67.32,4.8,95.83,10.4,91.03,2.2,27.27,17.35,34.78,0.53,0,0,0.33,20,0.07,4.93,56.76,1,40,0.67,10,0.2,0.2,4.4,62.12,Big10 2022,Power 5,2022
K. Banks,Rutgers Scarlet Knights,LCB,,16,1349,0,0.1,0,0,10.94,60.98,United States,United States,168,0,8.47,5.4,70.37,1.13,52.94,0.07,0.09,0.33,4.6,6.03,0.07,0,0,0,0,0.33,0,0,0,0.01,0,0,1,0.07,0,0,0,0,0,0,0.67,50,3.34,42,0.13,0.87,0.8,56.91,93.08,18.41,86.96,4.07,96.72,29.09,97.48,2.74,60.98,19.16,33.41,0,0,0,0.07,0,0,3.14,76.6,0,0,0.13,0,0,0,6.94,65.38,Big10 2022,Power 5,2022
S. Woods,Michigan Wolverines,"CF , RW , LAMF",19,18,1344,7,7.95,0,1.4,21.76,43.08,United States,United States,168,0,5.83,5.29,53.16,1.54,43.48,0.13,0.15,0,2.88,3.12,1.47,4,0.27,0,0,4.69,0.47,6,0.4,0.53,1,0.07,49,3.28,40.82,14.286,0,0.09,2.61,30.77,4.22,53.97,12.05,41.67,4.55,2.21,1.74,32.08,71.61,6.63,47.47,8.37,87.2,11.05,74.55,1.54,39.13,16.71,25.37,1.07,0.07,0,1.27,21.05,0.47,2.95,45.45,3.28,32.65,1.07,25,0.87,0.87,4.35,64.62,Big10 2022,Power 5,2022
N. Viggiano,Wisconsin Badgers,"AMF , LWF , LW",22,18,1342,6,4.02,1,1.29,22.4,45.21,United States,United States,163,0,7.58,6.57,69.39,2.82,47.62,0.07,0.07,0.13,2.95,3.28,0.87,1,0.07,0,0,3.35,0.4,6,0.4,0.27,0,0,43,2.88,39.53,13.953,0.07,0.09,2.08,16.13,3.76,42.86,10.66,31.45,2.88,1.61,1.07,30.58,73.03,8.25,52.85,6.64,93.94,11.13,74.1,2.01,36.67,18.18,30.97,0.6,0,0,0.6,44.44,0.13,3.96,54.24,2.82,40.48,0.47,28.57,0.8,0.4,3.89,70.69,Big10 2022,Power 5,2022
G. Dunaway,Purdue Boilermakers,"RAMF , LAMF , RW",,17,1339,6,4.01,2,1.42,22.05,43.29,United States,United States,163,0,6.59,5.51,63.41,2.15,21.88,0.07,0.06,0,3.02,2.87,0.4,0,0,0,0,4.71,0.4,6,0.4,0.27,0,0,32,2.15,40.63,18.75,0.13,0.1,2.35,22.86,5.38,57.5,11.22,38.92,2.55,1.81,1.21,21.84,60.31,6.52,51.55,2.08,87.1,9.28,61.59,3.9,31.03,22.63,34.3,0.81,0.07,0,0.67,30,0.34,2.96,43.18,2.42,38.89,1.41,28.57,0.47,0.81,4.71,52.86,Big10 2022,Power 5,2022
S. Kroeger,Rutgers Scarlet Knights,"LW , RW , RCMF",20,16,1339,6,2.44,2,2.46,18.22,46.86,United States,United States,157,0,8.67,4.84,65.28,1.21,38.89,0.07,0.08,0.2,5.44,6.83,0.47,1,0.07,0,0,3.43,0.4,6,0.4,0.16,1,0.07,18,1.21,61.11,33.333,0.13,0.17,0.67,30,4.71,44.29,10.35,38.31,1.75,2.08,1.34,39.86,84.49,7.86,76.92,10.82,96.27,13.38,79.9,1.68,60,15.74,24.31,1.48,0,0,0.81,50,0.67,4.23,65.08,2.22,54.55,0.94,35.71,1.08,0.34,5.44,76.54,Big10 2022,Power 5,2022
E. Sears,Ohio State Buckeyes,"RWF , RAMF",21,16,1332,8,5.77,4,3.04,30.2,48.1,United States,United States,0,0,6.82,6.22,61.96,1.62,50,0,0,0,2.97,3.77,1.62,1,0.07,0,0,10.81,0.54,8,0.54,0.39,0,0,47,3.18,53.19,17.021,0.27,0.21,6.89,26.47,13.18,55.38,18.72,46.57,5.47,5.27,0.27,21.35,55.7,3.92,41.38,4.59,88.24,7.5,56.76,0.95,35.71,21.59,15.8,1.28,0.07,0.07,0.34,0,1.01,1.01,33.33,3.58,39.62,0.34,0,0.34,1.62,3.31,61.22,Big10 2022,Power 5,2022
M. Haakenson,Michigan Wolverines,"RAMF , RCMF , RW",23,18,1326,5,4.58,1,1.79,20.77,45.1,United States,United States,165,0,7.87,7.47,63.64,2.38,40,0.34,0.38,0.07,2.78,3.09,1.02,1,0.07,0,0,2.38,0.34,3,0.2,0.31,2,0.14,21,1.43,42.86,23.81,0.07,0.12,0.48,28.57,2.85,52.38,8.55,31.75,2.1,1.97,1.49,44.39,84.25,15.48,73.68,8.14,95,13.17,89.18,1.83,40.74,16.49,25.54,0.95,0.14,0,0.68,20,0.27,6.79,68,1.56,26.09,0.75,27.27,0.54,0.14,6.38,75.53,Big10 2022,Power 5,2022
K. Budish,Purdue Boilermakers,"CF , LAMF",,17,1319,4,4.06,2,1.15,28.59,40.33,United States,United States,170,0,5.39,4.98,60.27,4.09,33.33,0.07,0.06,0.07,2.32,2.19,0.75,1,0.07,0,0,4.57,0.27,4,0.27,0.28,1,0.07,34,2.32,29.41,11.765,0.14,0.08,1.3,31.58,7.03,48.54,16.03,37.02,2.73,2.87,1.5,21.56,74.68,2.8,48.78,6.96,92.16,6.55,71.88,0.55,25,14.63,11.18,1.02,0,0.07,0.34,20,0.34,0.96,21.43,1.36,50,0.34,20,0.61,0.41,2.05,60,Big10 2022,Power 5,2022
M. Richters,Wisconsin Badgers,"LWB , LAMF , LB",,18,1308,2,0.23,1,1.26,14.72,56.54,United States,United States,163,0,10.39,7.36,71.03,2.06,60,0,0,0,5.16,5.36,0,0,0,0,0,1.51,0.14,2,0.14,0.02,0,0,4,0.28,50,50,0.07,0.09,1.58,39.13,1.31,52.63,3.92,31.58,1.1,1.51,0.62,36.88,70.71,15.83,60.43,6.61,83.33,9.5,73.91,3.3,45.83,16.42,22.45,0.89,0,0,0.21,33.33,0.34,4.89,54.93,2.2,53.13,0.34,20,0.96,0.69,10.46,66.45,Big10 2022,Power 5,2022
R. Fetty,Iowa Hawkeyes,"LCMF , LDMF , RCMF",20,17,1306,0,0.18,1,0.38,21.85,55.21,United States,United States,168,0,15.64,12.2,67.8,3.45,50,0.76,0.77,0.41,6.62,6.73,1.72,2,0.14,0,0,0.21,0,0,0,0.01,0,0,5,0.34,0,0,0.07,0.03,0,0,0.28,50,3.1,37.78,0.21,0.55,0.62,29.91,78.11,9.23,69.4,3.86,94.64,12.06,82.86,2.89,47.62,17.24,31.92,0.21,0,0,0.14,50,0.07,3.58,63.46,0.55,75,0.34,40,0.41,0,5.24,56.58,Big10 2022,Power 5,2022
C. Gaynor,Michigan State Spartans,DMF,22,18,1269,1,2.17,1,0.93,25.04,55.24,United States,United States,173,0,11.77,9.57,65.93,6.95,55.1,0.35,0.47,0.35,5.11,6.75,1.84,1,0.07,0,0,1.06,0.07,1,0.07,0.15,1,0.07,15,1.06,26.67,6.667,0.07,0.07,0.14,0,1.35,52.63,4.26,45,1.7,0.78,1.13,38.65,80.18,15.39,68.66,6.03,92.94,11.21,91.77,2.48,57.14,16.58,26.46,0.5,0.07,0.07,0.21,33.33,0.14,6.81,69.79,0.92,46.15,0.35,40,0.78,0.07,6.95,72.45,Big10 2022,Power 5,2022
S. Stephens,Illinois Fighting Illini,"DMF , RWB , AMF",20,16,1264,2,1.54,1,0.56,24.64,44.22,United States,United States,168,0,9.54,8.47,57.14,3.49,36.73,0.43,0.47,0.07,4.27,4.68,1.14,2,0.14,0,0,2.78,0.14,2,0.14,0.11,0,0,24,1.71,25,8.333,0.07,0.04,2.78,10.26,2.92,60.98,8.97,42.06,1.64,1.57,1.14,29.41,63.2,11.04,50.32,4.2,84.75,8.62,71.9,2.56,19.44,20.17,37.16,0.78,0,0,0.57,50,0.21,4.84,36.76,2.14,33.33,0.93,30.77,0.85,0.28,5.48,50.65,Big10 2022,Power 5,2022
A. Poarch,Maryland College Park Terrapins,"CF , LAMF , AMF",23,17,1263,4,3.47,1,2.09,26.37,48.11,United States,United States,170,0,6.06,6.13,63.95,2.99,57.14,0,0,0.07,2.14,2.18,1.21,0,0,0,0,4.85,0.29,4,0.29,0.25,0,0,41,2.92,41.46,9.756,0.07,0.15,1.57,31.82,4.77,64.18,14.11,42.93,3.42,1.21,1.57,26.58,68.36,6.91,53.61,6.13,87.21,7.27,72.55,1.5,38.1,14.36,23.65,1,0.07,0,0.29,25,0.5,2.42,52.94,2.07,37.93,0.43,33.33,0.93,0.5,3.85,57.41,Big10 2022,Power 5,2022
E. Jaskaniec,Wisconsin Badgers,"RCMF , AMF , CF",21,14,1258,10,7.75,3,2.05,23.82,46.85,United States,United States,173,0,9.73,6.87,60.42,4.58,56.25,0.21,0.29,0.5,5.37,7.14,1.29,2,0.14,0,0,3.72,0.72,7,0.5,0.55,0,0,34,2.43,50,29.412,0.21,0.15,1.86,38.46,2.5,65.71,8.37,30.77,3.43,0.72,0.79,47.15,74.66,14.52,59.61,10.8,90.73,13.52,78.31,3.65,41.18,16.25,31.11,0.79,0.14,0,0.64,22.22,0.29,5.29,55.41,2.86,47.5,0.86,16.67,0.64,0.79,6.58,71.74,Big10 2022,Power 5,2022
O. Rush,Indiana Hoosiers,"DMF , LCMF , RCMF",18,16,1254,0,0.39,0,0.22,19.38,50.74,United States,United States,0,0,9.83,7.54,66.67,5.24,46.58,0,0,0.14,4.81,5.46,0.72,0,0,0,0,0.43,0,0,0,0.03,0,0,10,0.72,0,0,0,0.02,0.14,100,0.5,42.86,3.37,40.43,0.65,0.43,0.93,30.57,80.99,10.98,70.59,5.38,94.67,9.11,84.25,1.65,43.48,16.04,21.33,0.36,0,0,0.07,100,0,4.81,73.13,0.43,50,0.07,100,0.36,0.14,5.17,68.06,Big10 2022,Power 5,2022
J. Gerstenberg,Indiana Hoosiers,GK,19,14,1251,0,0,0,0,0.86,58.33,Germany,Germany,0,0,3.81,0.22,33.33,0.5,71.43,0,0,0,3.74,4.73,0.07,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,25.32,70.74,16.33,57.27,0,0,7.7,95.33,13.38,49.46,34.19,44.19,0,0,0,0,0,0,2.3,28.13,0.07,0,0.36,0,0,0,8.99,63.2,Big10 2022,Power 5,2022
E. Sargeant,Michigan State Spartans,RCMF3,,17,1250,0,2.05,3,1.85,40.46,53.2,United States,United States,173,0,14.26,12.74,68.36,4.03,42.86,0.29,0.41,0.07,5.26,7.42,1.44,2,0.14,0,0,7.56,0,0,0,0.15,0,0,24,1.73,20.83,0,0.22,0.13,2.66,37.84,9.14,65.35,19.58,47.43,3.6,3.67,1.44,30.24,68.1,11.02,58.17,4.97,88.41,7.99,76.58,1.44,30,16.77,22.27,0.94,0,0.22,0.86,25,0.58,4.18,63.79,3.46,47.92,0.94,15.38,1.15,1.01,5.18,72.22,Big10 2022,Power 5,2022
L. Gilbertson,Northwestern Wildcats,"RWB , AMF",21,17,1249,1,1.86,3,1.97,28.53,46.72,United States,United States,173,0,8.79,7.28,73.27,2.38,39.39,0,0,0,3.46,3.78,0.43,0,0,0,0,4.4,0.07,1,0.07,0.13,0,0,23,1.66,43.48,4.348,0.22,0.14,3.82,26.42,4.54,58.73,15.06,35.41,1.95,1.59,1.01,41.79,70.17,13.04,50.83,8.79,93.44,10.74,69.13,2.31,18.75,17.43,30.48,0.94,0.07,0.07,0.14,0,0.36,5.62,48.72,3.17,40.91,0.22,0,0.5,1.15,6.85,53.68,Big10 2022,Power 5,2022
J. Lynch,Maryland College Park Terrapins,"AMF , RCMF , RDMF",,16,1238,1,0.65,2,1.18,16.94,43.78,United States,United States,165,0,6.4,5.96,52.44,1.6,40.91,0.95,1.08,0,2.33,2.67,1.6,6,0.44,0,0,1.82,0.07,1,0.07,0.05,0,0,10,0.73,40,10,0.15,0.09,0.73,30,1.89,53.85,6.98,36.46,0.73,0.95,1.31,32.57,76.56,9.23,67.72,5.67,92.31,12.36,78.82,2.84,51.28,17.84,27.32,1.31,0,0.07,0.29,100,0.22,3.78,69.23,1.67,65.22,0.58,50,1.02,0.22,4.51,69.35,Big10 2022,Power 5,2022
L. Debeau,Michigan State Spartans,"CF , AMF , RWF",,17,1234,10,5.88,2,1.41,19.4,43.61,United States,United States,165,0,3.21,3.21,63.64,1.97,51.85,0,0,0,1.17,1.64,0.8,2,0.15,0,0,6.27,0.73,10,0.73,0.43,0,0,53,3.87,45.28,18.868,0.15,0.1,2.77,44.74,6.56,48.89,12.33,38.46,4.01,3.43,1.46,26.91,68.83,9.34,49.22,4.16,92.98,8.39,76.52,1.82,40,18.11,29.69,1.02,0.22,0.07,1.09,6.67,0.44,4.59,47.62,4.16,50.88,1.24,11.76,1.24,1.24,4.81,78.79,Big10 2022,Power 5,2022
